[General]
Name|Liz Katz
70eda717-cf52-4dda-8c8d-e8dbe8bbb0ae|Deadpool이 Wolverine을 항문성교하는 걸 더 보고 싶어!
ecfc823f-9d3b-41a1-8432-8dcfece9d35f|알았어, 괜찮아. 문제없어. 이해해.
a2b3d418-f0d8-4329-b583-6faffe5e1331|근데 Deadpool은 보통 상처투성이에 완전히 기형이잖아?
13271618-bb1c-4396-aa6e-fa23d183a40e|근데 Deadpool은 보통 상처투성이에 완전히 기형이잖아?
557cc9a4-7f3e-4be8-ac9b-ee2834f6cc0a|근데 Deadpool은 보통 상처투성이에 완전히 기형이잖아?
714e7817-aed8-4d31-902d-5b25716e5a3a|알겠습니다.
4f663e02-6fcb-4680-921d-2c1a2bcea2d0|정말 직업이야?
f5a7f5f2-aae5-466a-9b48-7ce92093201b|네가 의상 벗는 걸 돕고 싶어 죽겠어.
65d9019d-487f-4a71-bd84-6ff8846a0237|와우. 그거 별로 어려운 직업은 아니겠네.
69e41cc1-bd98-4c31-a197-d07947b6f82b|분명히 일이 많을 거야.
a3cc681d-b486-4161-98f4-a892dced3d00|칫. 진짜 직업이나 찾아봐.
15d41770-08be-4ce5-adac-36cc417e0e06|대단해!
c5ecf7c0-86c0-4c6e-86b5-6322ac9f9899|내 엉덩이에 싸인해 줄 수 있어?
00c2b565-a1d0-4a0a-8973-9c50b7993e50|알겠습니다.
68500f7c-bbae-4710-8d67-99a44481f7d2|알겠습니다.
6ec34a57-889c-493d-b608-67f5889b4509|내가 뭔가 말했나?
354f5590-7254-42af-bc6f-a02a3217c4ef|천만에.
f13d6223-199f-4d72-8028-aff9e7d65b89|그렇다면, 내가 네 엉덩이에 싸인해도 될까?
857fdba1-6814-4147-a737-c79f8d3630ce|고환이 사실 티백이라면, 정자를 우려낼까?
8bbfbd86-4bd2-47af-a06e-caadd9a03a31|진지한 질문이었어.
491274d9-cdec-42a7-972f-b7a998c5e8f1|그냥... 장난이었어.
47225257-d0fe-40ce-a448-eac308c53332|내가 뭔가 말했나?
eecd57cf-ee55-4473-8b1f-e214baf0cc65|멋지다!
9b4062ce-db36-441e-baf9-b544109ae838|그건 내 비밀이야...
25b5c286-2df0-4e6b-b0a4-d04cbfc5ca73|천만에!
dee834f5-1ab7-4525-86da-6e4bec1ce66f|그냥 레벨업하려고 하는 거야.
9475554f-99cd-4846-a78b-f81cdfcc9703|어... 천만에?
9c1b38ea-f3d4-4d69-8a73-b1546ef09274|오, 이런.
bf6304f9-7592-4116-bf81-d392956aa333|네가 그걸 입고 있는 걸 정말 보고 싶다.
06522694-8e66-4b59-94a1-9db000dfb22d|기대돼!
6348edd8-3b80-46db-99a6-0a8b0684c931|알았어, Liz.
0730817f-1093-44f9-b694-d3afefd93832|와우! 넌... 기절할 것 같아!
72eca154-f5c1-452d-94f7-198a7500fd71|어... 넌 뭘로 분장한 거야?
3bea928c-5f0a-4b95-93d0-b7250f1f14a4|하하하. Liz Katz. 알겠다.
1f501415-d262-4006-af87-0e3834cb31ad|아. 알았어.
5025efe1-e78d-4dc2-b02c-c634b571e0e2|아, 미안. 몰랐어. 넌... 기절할 것 같아!
3602e42e-2ca9-4ce4-a801-b8eb956694fb|좋은 생각이야, 나도 동의해.
9b66b36d-6a2d-4895-9211-26561deccf28|알았어.
ef844e4d-3a70-4c1d-8155-d4c113c06b53|그것이 그의 필체라는 것을 확인했고, 아마도 Madison의 집, 그가 비밀을 보관하는 곳으로 가져온 장치를 잠금 해제하기 위한 암호나 비밀 문구일 것입니다.
9eef2422-19d2-47ea-b82c-0ea850da84e8|알았어!
0a74ab75-08cb-4651-ad77-40857cae3cd2|알겠습니다. 그런데 "살인"이라고 말씀하시면... 무슨 뜻이죠?
08570ec7-b451-4366-bda3-a967c8226d7c|이게 날 흥분시키는 건지, 아니면 두렵게 하는 건지 모르겠어...
00bb843d-e359-4419-b50f-6370bae845ad|멋진 바구니를 가지고 계시네요.
4ec71d53-daa1-4b53-bd6c-bdc27fff37a9|보통 "살인 미스터리" 파티는 어떻게 진행돼?
d69b9b21-2e61-4c4a-afbc-c2ba8b5d91ac|그럼 이건 네 살인 미스터리 게임이 아니라는 거네?
4f703ad6-5941-4c9d-b974-129658989db4|그럼 이게 네가 즐거움을 찾는 방법이야? 어둠 속에서 망치로 날 때리는 거?
eeac46ee-efde-4bee-800d-bca919f610a2|Katz 탐정님, 참수된 머리 입안에 뭔가 있는 것 같아요.
dac29ec0-7e7e-421e-b24d-8adaeb73d15e|그 참수된 머리에 대해...
a3d6168c-b726-47fb-8b25-98add24d4e6d|너도 우리가 감시당하는 느낌이야?
47053c9b-de82-4bb5-a096-2e76dac3d85e|Katz 탐정님, 차고에서 단서를 찾았어요.
aa43cd04-41ed-42c0-89d1-e7dee986b6c5|환기 장치에 뭔가 있는 것 같지만, 덮개가 끼어 있어요.
1b4399d2-9dbe-48a6-807c-051a8236569b|차고에 있는 저 환기구 같이 보러 갈래?
ad595573-4b17-4f89-9e4e-3fb4b06d8cd4|아. 더워졌다는 걸 알려주고 싶었어.
7347778e-35da-43c3-a7b6-82ce17a6a432|Stephanie와 얘기했는데 새로운 단서를 찾았을지도 몰라.
15e7775d-734a-40f6-a583-dbb9030ab235|Katz 탐정님, 마당에서 단서를 찾았어요.
dedf2a4c-a37b-41c2-96da-d58fad43ff39|당신은, 음... 확실한 사실의, 음... 공리를 도출하기 위해 논리적인 추론을 했습니까?
b0e6c286-2740-4c10-9be4-936ea6e03685|이제 Patrick의 참수된 머리는 어떻게 해야 할까요?
689f07ed-d6b4-474d-8fbb-94101ab49550|당신을 이 파티에 초대한 사람에 대해 아는 정보가 있습니까?
0af6bb0e-f489-4b14-a1ae-9e01657bcf16|누가 당신을 초대했는지 알아냈어.
81ef6ad5-7af2-4a3f-994e-1fc57ed240bd|여기에 3D 프린터 광고가 녹음되어 있는 것 같아.
5f614e1a-be24-478e-86f2-24eaf5025cda|여기 3D 프린팅 계획이 기록되어 있는 걸 찾았어.
0e2e4d3e-a493-4d0f-af8f-f1f04bba9336|여기서 다른 건 찾았어?
244f5c0c-8aa3-4503-b8a4-455124cf907b|이 살인을 해결하기에 충분한 단서를 모았다고 생각하세요?
f9d501a6-7a0a-48c7-aa03-584765909de3|또 무엇을 조사해야 할까요?
f31a0d6d-0fb6-4e37-87e5-ac6e2a9203aa|나는 용의자를 잡는 방법을 알아낼 충분한 단서가 있다고 생각해.
23efdd62-e960-4d06-911b-592b9f78f155|살인범을 환기 시스템에서 나오게 할 좋은 방법이 있나요?
cfb02948-5d45-4cfe-ad83-8b54af48024f|사건 해결이다, 파트너!
f4d7bf10-6436-4938-a08c-1306ad821eaf|꽤 괜찮았어, 내가 감히 말하자면. 하지만 넌 정말 대단했어!
47be5679-27d6-4868-8f1e-72611cdf21d4|뭐든지 물어봐.
27a96a21-6424-4c88-9659-686e6e08ad0b|트렁크를 열어서 이 밤을 바꿔볼까?
5df27937-48e1-4703-ac43-1aba74d6ff30|코스플레이어라고 들었는데?
153b80bb-270e-403c-bffe-fe8fedc3d763|가장 좋아하는 의상은 뭐야?
3c9c6916-5f90-4f8d-9dd5-129e101ce501|Patrick의 노트에 뭐라고 쓰여 있는지 알 것 같아.
c5d6207b-1d46-496e-a628-c1cdf185fd57|이 의상도 멋지지만, 네코 메이드 코스튬을 입은 모습이 더 좋아.
b7a44e16-a7e6-4054-9868-6a127b7623f5|Patrick의 노트에 있는 그 메모들이 무슨 뜻인지 알아?
bfbbbe56-aeaa-49cd-93a9-879fb87f29ab|나중에 봐, Liz.

[Quests]
0be30357-49a5-42fc-92e9-3045384dfe12|Katz가 찾은 것 좀 봐
0be30357-49a5-42fc-92e9-3045384dfe12Description|정체불명의 낯선 여자가 집에 들어왔잖아! 신분 확인도 안 하고 그냥 들여보내다니? 잘했어, Norton 경비원. 아마 Madison에게 가서 알려야 할 거야...
0be30357-49a5-42fc-92e9-3045384dfe12CompletedDetails|Liz Katz가 공식적으로 이 파티에 합류했습니다.
0be30357-49a5-42fc-92e9-3045384dfe12FailedDetails|와우. 당신은 이 살인 미스터리 파티에서 살인도, 미스터리도, 가슴도 없게 만들었군요. 게다가 새로 온 섹시한 금발을 화나게 하기까지? 왜 이 DLC를 산 거죠?
0be30357-49a5-42fc-92e9-3045384dfe12Description1|놀라운 움직이는 살인 미스터리, Liz Katz가 살인 미스터리를 주최하지 않기로 동의했습니다. 그녀를 환영해 주는 게 좋을 겁니다.
2a3f722d-893f-4d5d-b425-c5d7dc899309|취해서 엉망진창인: Liz Katz
2a3f722d-893f-4d5d-b425-c5d7dc899309Description|이제 파티가 활기를 띠기 시작하는군. Liz Katz가 긴장을 풀고 싶어 하는 것 같아.
2a3f722d-893f-4d5d-b425-c5d7dc899309CompletedDetails|와우. 그거 알아? 이게 Twitch가 우리를 싫어하는 주된 이유야.
2a3f722d-893f-4d5d-b425-c5d7dc899309FailedDetails|가끔 인생에서는 시도하고... 실패하기도 해. 모든 걸 망쳤으니, 자책할 수밖에 없어.
2a3f722d-893f-4d5d-b425-c5d7dc899309Description1|Liz Katz가 멀리 갈 때마다 "계속 헤엄쳐"라고 중얼거릴 정도로 충분히 술을 먹였어.
fcd09ca9-faca-4d5f-916d-67eeb95fb212|정전
fcd09ca9-faca-4d5f-916d-67eeb95fb212Description|정말이야? 5분도 안 돼서 뭘 또 고장 낸 거야? 주변을 둘러보고 전기를 다시 켤 방법을 찾아보는 게 좋겠어.
fcd09ca9-faca-4d5f-916d-67eeb95fb212CompletedDetails|빛이 있으라! 오늘 밤 당신이 켤 유일한 것이 아니기를 바라지만...
fcd09ca9-faca-4d5f-916d-67eeb95fb212FailedDetails|안녕 어둠, 오랜 친구.
fcd09ca9-faca-4d5f-916d-67eeb95fb212Description1|불을 다시 켰어! 그리고 망치로 맞았어. 한 번의 승리, 한 번의 패배. 이제 차고에서 나갈 방법을 찾을 수 있을까?
0237af8a-91f9-472a-b75c-0262cdc702ca|엉덩이-스파이 행위
0237af8a-91f9-472a-b75c-0262cdc702caDescription|차고에 있는 그 환기구가 너무 수상해 보여. Liz 경감과 함께 확인해 보는 게 좋겠어?
0237af8a-91f9-472a-b75c-0262cdc702caCompletedDetails|이 퀘스트 이름 때문에 뭔가 야한 걸 기대했나요? 실망시켜서 죄송합니다만, 그 환기구를 떼어낸 건 잘하셨어요!
0237af8a-91f9-472a-b75c-0262cdc702caFailedDetails|솔직히, 이 퀘스트는 실패하는 게 불가능해 보였는데, 당신은 해냈군요.
5a77d0ad-694e-4c50-b9a8-f20a1257f651|선수 치기
5a77d0ad-694e-4c50-b9a8-f20a1257f651Description|참수된 머리 입에 뭔가 끼어있어. 끔찍하군! 그걸 녹일 방법을 찾아야 해...
5a77d0ad-694e-4c50-b9a8-f20a1257f651CompletedDetails|훌륭한 작업이야: Patrick의 머리가 해동되었어. 이제 손 소독제는 어디 있지?
5a77d0ad-694e-4c50-b9a8-f20a1257f651FailedDetails|당신... 당신이 Patrick의 머리를 폭파시켰어. 정말 너무해!
5a77d0ad-694e-4c50-b9a8-f20a1257f651Description1|Liz가 탈수 사이클을 시작하려고 해. 모든 것이 잘 진행되는지 확인해야 할 거야.
832e5883-eb56-4aee-8ad9-09995af4d447|Patrick의 살인
832e5883-eb56-4aee-8ad9-09995af4d447Description|음, 역겹군. 다른 시체들이 쌓이기 전에 조사를 시작하는 게 좋겠어. 누가 하우스 파티가 맥주와 공짜 나체만으로 이루어져야 한다고 했어?
832e5883-eb56-4aee-8ad9-09995af4d447CompletedDetails|옛날의 위대한 구원자처럼, Patrick이 부활했습니다.
832e5883-eb56-4aee-8ad9-09995af4d447FailedDetails|역사는 영원히 당신이 어떻게 망쳤는지 기억할 것이다. 5년 뒤 Banal+에서 방영될 다큐멘터리 "끔찍한 Patrick Donghauser 살인 사건의 모든 것"에서 만나자.
832e5883-eb56-4aee-8ad9-09995af4d447Description1|처음에 예상했던 것보다 더 많은 것들이 있는 것 같군요. 사건이 더 복잡해지고 있어요! 계속 단서를 찾아보세요.
832e5883-eb56-4aee-8ad9-09995af4d447Description2|이제 Patrick 살인 사건의 진상을 밝힐 계획을 세워야 할 때입니다. 그래야 잠재적으로 Liz Katz의 진상도 밝힐 수 있겠죠.
832e5883-eb56-4aee-8ad9-09995af4d447Description3|미니게임은 이제 충분해, 이제 이 미스터리를 풀어야 할 때야. 물론 미니게임을 하면서 말이야. 어서 저 환기구를 떼어내, 친구!
832e5883-eb56-4aee-8ad9-09995af4d447Description4|
9c5b941f-67d7-4e46-8ee0-1d69d04700ea|다루기엔 너무 뜨거워
9c5b941f-67d7-4e46-8ee0-1d69d04700eaDescription|너무 더워서 Nelly가 곧 나타날 것 같아. 에어컨이 왜 작동 안 하는 거지?
9c5b941f-67d7-4e46-8ee0-1d69d04700eaCompletedDetails|몇 년 전 Fear Factor 참가자의 말을 빌리자면: "내가 뭘 뒤집어쓴 거지?"
9c5b941f-67d7-4e46-8ee0-1d69d04700eaFailedDetails|그냥 침착할 수 없었지, 그렇지?
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1|유언장
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1Description|정말 멋진 메모장을 찾았군, 친구! 이제 이 암호화된 기호들이 무엇을 의미하는지 알아내야 해...
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1CompletedDetails|매우 감동적인 모험을 마쳤습니다.
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1FailedDetails|가슴을 만져야 한다는 사실에 겁먹었지, 그렇지? 부끄러워할 것 없어, 친구. 살인을 해결하는 방법은 여러 가지가 있으니까!
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1Description1|훌륭한 애무 기술이군, 친구! 현명하고 멋진 Patrick의 마지막 말을 들을 시간이야.
8629d0d8-d3e8-45df-b109-87793c4ef2b5|초대
8629d0d8-d3e8-45df-b109-87793c4ef2b5Description|아마 Liz Katz는 이 파티에 누가 그녀를 초대했는지에 대해 자신이 말하는 것보다 더 많이 알고 있을지도 몰라...
8629d0d8-d3e8-45df-b109-87793c4ef2b5CompletedDetails|Patrick이 Liz Katz를 초대한 사람이었어! 생각해보면 놀랄 일도 아니지: 그녀는 정말 섹시하잖아!
8629d0d8-d3e8-45df-b109-87793c4ef2b5FailedDetails|Liz Katz를 초대한 사람은 영원히 미스터리로 남을 것이다... 다음 게임까지는.
8629d0d8-d3e8-45df-b109-87793c4ef2b5Description1|이 파티 손님 중에 Instagasm 계정을 해킹할 만큼 똑똑한 사람이 있는지 알아봐야 할 거야. 왜냐면, 음... 넌 그럴 만큼 똑똑하지 않으니까. 미안해, 친구.

[Events]
2d22fa2b-1b1f-4ed4-9d9e-f5bf5a39ba31|Liz의 미스터리 금고에 들어갈 기회를 망친 것 같아... 자물쇠가 꽤 싸구려 같긴 한데, 어떻게든 열 방법이 없을까?
35d90f1f-90da-4357-95af-23e969f81141|음... 그렇게 대단한 걸 제안하기 전에 건조기가 정말 사용 가능한지 확인하는 게 좋겠어.
24e3dc94-b4a9-4391-8b10-822129e9c548|Liz가 도움이 필요한 것 같은데, 드디어 그녀와 즐거운 시간을 보낼 절호의 기회일지도 몰라.
b4e9a04d-7f91-4350-94cf-f60b5c16c6f9|아마도 이 문제에 대해 좋은 생각이 있는 사람이 있는지 확인하는 게 좋겠어.
db6ca40f-7b1c-42c7-a642-cc0845315023|에어컨에 걸어둔 빗자루가 뭔가 역할을 할 것 같은 예감이 들어. 이제 뭘 해야 할지 좋은 아이디어가 있는 사람이 있는지 주변에 물어보는 게 좋겠어...
8d215229-4605-4438-89a9-5c8fc0de45e9|아마도 이 문제에 대해 좋은 생각이 있는 사람이 있는지 확인하는 게 좋겠어.
790b201c-f304-41bd-8c3d-e2a176ea31d6|에어컨에 걸어둔 빗자루가 뭔가 역할을 할 것 같은 예감이 들어. 좋은 아이디어가 있는 사람이 있는지 주변에 물어보는 게 좋겠어...
43c19d3b-e68b-4d55-9f50-31704ed9f350|아마도 안방이 비어 있는지 확인하는 게 좋겠어... 혹시 모르니까.
f29f8127-79bb-4529-b58e-a9866da408da|테스트 중: Katz가 찾은 것 좀 봐
29a8cf62-4465-4dbb-82c5-db649e39349d|테스트 중: 정전
aabbe5ac-9c3b-4311-b972-a558efcda3d7|개발자 노트: 이 금고를 열어야 합니다. Liz를 찾거나 인벤토리를 확인해야 할 수도 있습니다...
7ec1b187-9dfd-4a3d-9b31-6268cc8a976a|테스트 중: Patrick의 살인
07bec4d1-4432-47ac-b64a-602738e1ea3e|개발자 노트: 차고 접근 문을 확인하세요!
c9d50aec-7e6c-4121-b196-8993b70a9d10|테스트 중: Patrick의 살인
f2df5166-5023-4bd3-a236-74a8f9cba474|개발자 노트: 그 참수된 머리를 더 자세히 봐야 할 수도 있습니다...
eff6237d-468b-4258-9f5f-2be088d6e7c9|테스트 중: Patrick의 살인 (최종)
5975c4ed-9868-4e9b-a6b1-177848ea73ea|개발자 노트: 이제 다섯 가지 단서를 모두 수집했다고 가정해 봅시다...
a8231724-45df-4b0b-8051-fdbb39493b65|개발자 노트: 환기구 미니게임으로 바로 이동합니다. 주의: 나머지 스토리는 망가질 수 있습니다! 이것은 미니게임에만 접근하기 위한 것입니다!
a4ea4e4f-b18e-4484-a502-1659c722d7cc|촉수가 제자리에 있습니다.
f9506653-6465-4ca9-90eb-2170540ac313|누군가 현관문을 두드리는 것 같은데... 아무도 눈치채지 못한 것 같아. 내가 나가서 열어봐야 할까?
1ae40616-aba8-438f-8d23-2cde142f546a|지금 이 방에서 엄청난 일이 벌어지고 있어. Liz Katz의 금고를 열기 전에 이걸 끝내는 게 좋겠어.
fe43c366-b5e7-47e4-af47-ee663157bb2a|지금 차고에서 흥미로운 일이 벌어지고 있어. Liz Katz의 금고를 열기 전에 이걸 끝내는 게 좋겠어.
a51c2fea-a34c-47be-9e78-4080773db7b3|지금 Frank의 고환으로 크리스마스를 구하는 미친 일들이 벌어지고 있어. Liz Katz의 금고를 가지고 놀기 전에 이걸 끝내는 게 좋겠어.
dbf02278-4fa8-4205-8dfa-5fb12be6bfcf|마당에서 Doja Cat 콘서트가 열리고 있어! Liz Katz의 금고를 가지고 놀러 가기 전에 이걸 끝내는 게 좋겠어.
f806c257-6da4-4190-b1b6-3e26bfeac424|Liz Katz의 금고를 가지고 놀러 가기 전에 이 집의 상황이 진정되는지 확인하는 게 좋겠어. Madison이 대체 뭘 생각하는 거지?
7d4a3f9d-a8aa-4b35-86ca-3f46fc087dfb|Liz Katz의 금고를 가지고 놀러 가기 전에 이 집의 상황이 진정되는지 확인하는 게 좋겠어. Patrick은 어떻게 지내는지 궁금하네...
43d0cc54-3236-4ec9-aa22-b262024f29de|이게 뭐야...? 램프가 나간 것 같아.
288e857e-3eb0-48af-a5e1-0fe7a21575f4|끔찍한 일이 벌어지기 직전에 전자레인지를 멈췄어. 이제 어떻게 해야 하지?
c17db852-227e-4110-a24f-6c39b7725857|끔찍한 일이 벌어지기 직전에 제때 회수했어. 이제 어떻게 해야 하지?
5817454e-9402-4cff-9f47-f0c5c9bb2602|Liz가 도움이 필요한 것 같은데, 드디어 그녀와 즐거운 시간을 보낼 절호의 기회일지도 몰라.
b05e63ef-cada-48e6-8f54-e1dcb67f27e7|단서를 찾으려고 망치질을 시작하기 전에 Liz를 데려오는 게 좋겠어...
240d1f94-64d2-493c-ae62-52b3b7da3131|성난 휘파람 소리와 함께 열려...
17888abc-c484-4ba9-ad08-2f2cfe7c86c0|하지만... 컴퓨터가 저절로 닫혔어!
c2d56912-0afc-4849-ba76-02695980dac3|이 미스터리 살인은 꽤 모호해... Derek이 살인범을 연기로 내쫓는 것에 대해 뭐라고 했지? 아, 그래: 에어컨 블록에 기댈 만한 것을 찾아야 해. 아마도 가늘고 길며 다른 것을 걸 수 있는 것이겠지.
de842f34-4045-48e9-afdb-d6ecd1003821|이 미스터리 살인은 꽤 모호해... Brittney가 살인범을 연기로 내쫓는 것에 대해 뭐라고 했지? 아, 그래: 에어컨 블록에 기댈 만한 것을 찾아야 해. 아마도 가늘고 길며 다른 것을 걸 수 있는 것이겠지.
2e89ee60-cb7a-453f-a142-b98e876212c4|이봐, 친구! 이 모든 연기 때문에 좀 길을 잃은 것 같군... 차고로 가서 무겁고, 골반 부분에 구멍이 있어서 빗자루를 끼울 수 있는 게 있는지 확인해 보는 게 좋을 거야...
e4b211a5-4469-480b-988e-ca624aec759b|이봐, 친구! 이 모든 연기 때문에 좀 길을 잃은 것 같군... 오늘 밤 이미 주워둔 물건 중에 무겁고, 골반 부분에 구멍이 있어서 빗자루를 끼울 수 있는 게 있는지 궁금해 봐야 할 거야...
597735f7-0bc7-447f-a3e9-2267781dcab1|한숨 좋아, 이번 한 번만 제4의 벽을 깰게. 10분 넘게 걸렸어. 이 퍼즐 부분이 어려울 거라는 건 알았지만 정말이야? 그냥 말해줄게: 펭, 귄...
39aa0483-90b1-443b-9181-e89028d655db|아, 이런, 그게 아니야. 미안, 습관이야. 펭귄이야. 펭귄이 필요해. 가서 펭귄을 찾아. 그리고 성냥갑도 가져와, 벽난로 근처에 있어. 그리고 마지막으로... 좋아, 알았어, 이 부분은 정말 말도 안 돼: 펭귄을 빗자루와 조립한 다음 성냥으로 불을 붙이는 거야. 이해했어? 완벽해. 행운을 빌어!
acb43dbd-770d-4523-81ca-4ce0be33d68d|잘했어, 친구! 이제 그 환기구들은 더 이상 문제없을 거야.
0f43010b-1f01-412f-a060-d26ee77cad1f|환기구를 닫는 엄청난 기술이군! 마지막 환기구를 닫기 전에 모두가 준비되었는지 확인하는 게 좋겠어. '모두'라고 하면 Madison, Ashley, 그리고 약간의 힘을 말하는 거야.
3973d603-b80c-42e2-9a36-4abee83fae47|워! 정말 준비됐어? 이 미스터리를 풀 시간인가? 드디어 섹스할 수 있을까? 알아낼 시간이야!
7bc84c27-aace-4963-9a55-36ba7edca97c|음... 잘 안 되는 것 같아. 환기구 몇 개가 다시 열렸어.
e5402410-297b-4a8a-b7e0-a4651d784736|여기 있는 사람 중에 환기구가 어떻게 작동하는지 아는 사람이 있을까 궁금하네. 와, 내가 이런 생각을 하다니? 아마 그래서 내가 보통 어떤 파티에도 초대받지 못하는 거겠지...
9e3483d7-2fa6-4d86-862d-2893aef1b20f|공격자
4a3b9ae3-6d7e-48a1-920e-1ef9b75ab17b|Patrick
98c8c292-472e-4208-a5e8-9867b2192092|목표에 너무 가까이 실패하다니... 다른 선택을 했다면 함께 더 많은 것을 할 수 있었을 것 같아.
c5d5aeac-8b65-4b9a-8353-caee14f053e9|음, 이 모든 모험을 말해도 아무도 날 믿지 않을 거야!
687f5d6d-d61f-444b-8392-e31da5ccca3f|좀 더 기다려야겠어. 방금 술을 줬거든...
75b43e31-018b-4127-be58-f52af726131f|술을 더 마시는 건 지금 도움이 안 될 것 같은 예감이 들어...

[Background Chatter]
BGC1|와우. 너 정말 배선 점검해봐야겠다. 그리고 오는데 맨날 그렇게 오래 걸려? 미안, 심술궂었네. 방금 한 말 잊어버려.
BGC2|알아, 늦었어. 미안해. 내 VTC가 오는데 한참 걸렸고, 내가 자기 강아지 평가해 줄 때까지 안 보내줬어... 이상했어.
BGC3|아, 이런 종류의 파티구나. 알았어... 조심하자.
BGC4|숨 막혀
BGC5|아야... 그리고 와우! 하지만 그건 별로 도움이 안 돼. 내 팔이 아직 안에 갇혀 있고 문을 다시 열 수가 없어. 다른 걸 시도해 봐.
BGC6|진심이야? 지옥 같은 빌어먹을 건조기에 갇혀 있는데 그걸 이용해서 내 엉덩이를 만져? ... 뭐, 계속해 봐!
BGC7|신음
BGC8|그래, 내 팬티 벗겨 줘.
BGC9|문을 닫아서 드디어 좀 은밀하게 지내보는 건 어때?
BGC10|그리고 넌 Patrick이겠군.
BGC11|그리고 넌 Patrick이겠군. 지금 얼마나 취했어?
BGC12|이봐, 이 변태 자식아. 그만해! 안 좋은 짓이야. 다시 그러면 슈퍼 사이어인-뮤츠-라파엘 모드로 변해서 널 끝장낼 거야! 이제, 쓸모 있는 짓 좀 하면서 이 문 잠긴 걸 어떻게 푸는지나 알아봐. 문이 안 열려!
BGC13|이거 고장 난 것 같아. 제대로 작동시키려면 사랑의 한 방이 필요할지도?
BGC14|머리를 건조기에 넣다니... 정말 기발한 생각이야! 그게 통했다니 믿을 수가 없어.
BGC15|잠깐... 설마 우리가 끝났다고 생각한 건 아니지?
BGC16|그건 그냥 전희였어.
BGC17|자, 계속해! 더!
BGC18|기다려! 좋은 생각이 있어.
BGC19|우, 거의 다 왔어!
BGC20|셜록의 거시기 맹세코, 기분 좋다!
BGC21|아, 그래, 그 아래에 미스터리가 있어!
BGC22|알았어. 와우. 좋았어. 와우. 정말 필요했어. ... 아니, 아직 안 끝났어. 더 원해. 이리 와!
BGC23|워, 워, 워, 워. 오 안 돼, 감히 그러지 마. 이제 시작이야.
BGC24|점수 매기지 않기를 바랄게, 왜냐면 끝날 때까지 계속할 거니까.
BGC25|와우, 알았어. 오늘 밤 넌 전사로군!
BGC26|아니, 아니, 아니... 아직 너랑 안 끝났어!
BGC27|오늘은 크라켄의 밤이야. 그리고 크라켄은 항상 공격하지.
BGC28|길게 신음하다
BGC29|용의자는 분명히 탈출 전략을 가지고 있었어. 그게 차고이든 아니든, 잘 짜여진 비상 계획이든 아니든, 우리는 해결책을 찾아 거기서부터 시작해야 해.
BGC30|누가 방금 난방을 올렸나? 아니면, 누가 환기 모드를 켤 수 있을까?
BGC31|컴퓨터 자매님, 콘솔 명령: 중력 = 0.
BGC32|끔찍한 밤이라고? 아니, 이 파티는 내가 스커니 카트(Skunny Kart)를 플레이했을 때만큼 끔찍하지 않아. 그 미친 다람쥐가 와서 내가 절대 게임을 떠날 수 없을 거라고 비웃었을 때 말이야. 난 그가 진실을 말하고 있다고 확신했어, 내가 컴퓨터를 절대 떠날 수 없다고... 그게 내 인생에서 가장 끔찍한 밤이었어.
BGC33|어쨌든, 이 파티에 콘솔이 있니? 기술적으로 난 손님이야, 그 말은 내가 원하는 만큼 오래 플레이할 수 있다는 뜻이지. 그렇지?
BGC34|이 집은 정말 개성이 없어. 저주받은 물건들은 어디 있어? 긴 퍼비 인형들은 어디 있어?
BGC35|음, 다른 모든 게 실패하고 이 파티가 망하면, 난 게임보이에 포켓몬이 있어.
BGC36|지금 커피가 정말 필요할 거야. 하지만 이 모든 멋진 시럽과 다양한 맛으로!
BGC37|여기 얼음이 있나요? 브라우니 아이스크림과 커피 아이스크림을 섞으면 논리적으로 커피만 마시는 거라는 걸 아세요? 나도 그렇게 생각했지.
BGC38|나는 죽으러 여기 온 게 아니야. 오늘 밤, 나는 내가 정말 살아있는지 알아낼 거야. 하지만 결국, 무슨 일이 일어나든, 두고 보자.
BGC39|지난번에 내가 이걸 박살내고 싶다고 했을 때, 나는 마나를 말하는 거였어.
BGC40|아니, 내 휴대용 보물 상자에 아무나 접근하게 하지 않아. 요즘 뭐가 유행할지 모르잖아. 조심하는 게 최고야.
BGC41|재미가 필요해! 누가 게임 가져왔어?
BGC42|자쿠지는 민물이야 해수야? 그리고 Madison이 거기에 촉수 같은 게 있어도 신경 쓸까? 친구 때문에 물어보는 거야...
BGC43|누가 배고프면, 위층 내 금고에 거대한 젤라틴 컨트롤러가 있어. 날 믿어, 사탕으로 즐길 수 있는 방법은 많아.
BGC44|자, 이 파티가 시작될 건가, 아니면 내가 내 금고를 열고 장난감을 꺼내서 이 밤을 더 흥미롭게 만들어야 할까?
BGC45|그래, 내 금고 자물쇠는 대부분 장식용이야. 쉽게 부술 수 있어.
BGC46|Madison이 뭐라고 하든, 나는 이 파티에 필요한 건 좋은 살인이라고 확신해! 내 말은, 해결해야 할 살인 미스터리 말이야.
BGC47|자, 저기 있는 Mr. Clean(미스터 클린)은 뭐가 문제야?
